src/packages/agent/__tests__/models.test.ts	(fail) src/models.jsonl es derivado, no escrito a mano > coincide byte a byte con la extracción del volcado 2.1.258 [37.07ms]
src/packages/binary/__tests__/bunfs.test.ts	(fail) fidelidad contra la build medida > las cifras de la build viva coinciden con las medidas [160.47ms]
src/packages/cli/src/__tests__/installOAuthTokensEnvFdCoordination.behavior.test.ts	(fail) installOAuthTokens env var + FD coordination (ant NZH) > FD-token state helpers imported lazily (no top-level circular dep) [0.38ms]
src/packages/cli/src/__tests__/installOAuthTokensEnvFdCoordination.behavior.test.ts	(fail) performLogout preserveInProcessTokens flag (ant Xw_) > setOauthTokenFromFd loaded via lazy import (avoids circular dep) [0.13ms]
src/packages/config/__tests__/pluginIdentifier.test.ts	(fail) isOfficialMarketplaceName — security boundary > case-insensitive matching (CLAUDE-CODE-PLUGINS → true) [0.15ms]
src/packages/config/__tests__/pluginIdentifier.test.ts	(fail) isOfficialMarketplaceName — security boundary > mixed case accepted [0.02ms]
src/packages/output/src/__tests__/modifiers.behavior.test.ts	(fail) modifiers — source pins > isModifierPressed uses dynamic require, NOT top-level import [0.19ms]
src/packages/output/src/__tests__/modifiers.behavior.test.ts	(fail) modifiers — source pins > prewarm calls .prewarm() from the native module (NOT a noop wrapper) [0.11ms]
src/packages/permission/src/__tests__/automodeAntAlignment.contract.test.ts	(fail) two-stage classifier stage-1 suffix (ant Gp5: both→fp5, fast→Mp5) > Mp5 (fast-only) suffix stays the terse immediate-block form [0.25ms]
src/packages/permission/src/__tests__/automodeAntAlignment.contract.test.ts	(fail) fallback-to-ask paths (ant xaH) — prompt, do not run the classifier > the gate triages via computeAutoModeFallback before the classifier [0.15ms]
src/packages/permission/src/__tests__/automodeAntAlignment.contract.test.ts	(fail) fallback-to-ask paths (ant xaH) — prompt, do not run the classifier > sandboxOverride ALONE falls through to the classifier (ant: no J in j||D||f) [0.08ms]
src/packages/permission/src/__tests__/automodeAntAlignment.contract.test.ts	(fail) fallback-to-ask paths (ant xaH) — prompt, do not run the classifier > emits tengu_auto_mode_fallback_to_ask for every fallback reason [0.11ms]
src/packages/permission/src/__tests__/automodeAntAlignment.contract.test.ts	(fail) fallback-to-ask paths (ant xaH) — prompt, do not run the classifier > REPL is allowed through on transcript-too-long (ant if(H.name===e9)) [0.07ms]
src/packages/permission/src/__tests__/bashClassifierStub.behavior.test.ts	(fail) bashClassifier — source pins > file declares "ANT-ONLY" stub status [0.29ms]
src/packages/permission/src/__tests__/pathValidation.test.ts	(fail) isPathInSandboxWriteAllowlist (sandbox disabled) > returns false when sandboxing is off (mocked) [0.15ms]
src/packages/provider/src/__tests__/apiKeyHelperSWR.behavior.test.ts	(fail) apiKeyHelper SWR cache cluster (ant VxH/HA9/MX1 parity) > _executeApiKeyHelper: throws on failure (timeout or non-zero exit) [0.23ms]
src/packages/provider/src/__tests__/apiKeyHelperSWR.behavior.test.ts	(fail) apiKeyHelper SWR cache cluster (ant VxH/HA9/MX1 parity) > _executeApiKeyHelper: empty stdout is a failure (helper must produce a value) [0.09ms]
src/packages/provider/src/__tests__/fetchProfileInfo.behavior.test.ts	(fail) fetchProfileInfo + refreshOAuthToken (ant su_/Bq_ parity) > AccountInfo type has seatTier / ccOnboardingFlags / trial fields [0.60ms]
src/packages/provider/src/__tests__/getAPIProvider.behavior.test.ts	(fail) getAPIProvider env precedence (ant lq parity) > settings.modelType (openai/gemini/codex) checked BEFORE env vars [0.14ms]
src/packages/provider/src/__tests__/getAPIProvider.behavior.test.ts	(fail) getAPIProvider env precedence (ant lq parity) > APIProvider union covers all ccb-supported providers [0.25ms]
src/packages/provider/src/__tests__/getOtelHeadersFromHelper.behavior.test.ts	(fail) getOtelHeadersFromHelper (ant He6 parity) > trust gate: project/local helper requires accepted trust dialog [0.24ms]
src/packages/provider/src/__tests__/inflateModelSetting.behavior.test.ts	(fail) inflateModelSetting 6-rule cascade > packed-stale (Rule 2): connId present but NOT enabled → fall through (no return) [0.22ms]
src/packages/provider/src/__tests__/inflateModelSetting.behavior.test.ts	(fail) inflateModelSetting 6-rule cascade > Rule 6: orphan id (no match) → return value unchanged [0.07ms]
src/packages/provider/src/__tests__/isAnthropicAuthEnabled.behavior.test.ts	(fail) isAnthropicAuthEnabled / 3P detection (ant YD/vo/j2H parity) > external auth token / API key disables OAuth UNLESS managed (CCD/CCR) context [0.26ms]
src/packages/provider/src/__tests__/oauthCanonicalTelemetry.behavior.test.ts	(fail) OAuth canonical feature-ok / feature-bad / feature-sad events > Comment / port references (rationale stays visible) > ant dg6 xH port comment present [0.37ms]
src/packages/provider/src/__tests__/oauthCanonicalTelemetry.behavior.test.ts	(fail) OAuth canonical feature-ok / feature-bad / feature-sad events > Comment / port references (rationale stays visible) > ant dg6 yH port comment present [0.15ms]
src/packages/provider/src/__tests__/oauthCanonicalTelemetry.behavior.test.ts	(fail) OAuth canonical feature-ok / feature-bad / feature-sad events > Comment / port references (rationale stays visible) > ant Bq_ catch port comment present (invalid_grant) [0.12ms]
