./6s191/lecture01/lecture01-notes.tex		课程概览与深度学习的进步 | 为什么是深度学习？为什么是现在？ | 感知机：深度学习的基本构建块 | 用感知机构建神经网络 | 应用神经网络：量化损失 | 训练神经网络 | 正则化与泛化 | 总结与延伸
./6s191/lecture02/lecture02-notes.tex		引言：为什么需要序列建模 | 从感知机到循环神经网络 | RNN 的内部机制 | 序列建模的实际应用：语言建模 | 训练 RNN：反向传播与梯度问题 | RNN 的应用与局限 | Attention 机制：注意力是你所需要的一切 | Self-Attention 与 Transformer | Transformer 的应用与影响 | 总结与延伸
./6s191/lecture03/lecture03-notes.tex		引言：什么是计算机视觉 | 计算机如何"看"图像 | 特征提取：从手工设计到自动学习 | 从全连接网络到卷积：空间结构的利用 | 卷积操作详解 | 卷积神经网络（CNN）架构 | CNN 的完整流程：从特征提取到分类 | CNN 的广泛应用 | 实验环节：面部检测 Lab | 总结与延伸
./6s191/lecture04/lecture04-notes.tex		引言：生成式建模的时代 | 隐变量与 Autoencoder | Variational Autoencoder (VAE) | Generative Adversarial Networks (GANs) | 两大模型的对比与联系 | 实践：Lab 2 — 面部检测系统 | 总结与延伸
./6s191/lecture05/lecture05-notes.tex		引言：在动态环境中学习 | 三类学习范式对比 | 强化学习核心概念 | Deep RL 的两大算法范式 | Value Learning：Deep Q-Networks (DQN) | Policy Learning：Policy Gradient 方法 | 强化学习在真实世界中的应用 | RL 的挑战与前沿：奖励函数设计 | 总结与延伸
./6s191/lecture06/lecture06-notes.tex		引言：课程回顾与本讲主旨 | 神经网络的本质：函数逼近器 | 深度学习的局限性 | 新前沿 I：生成式 AI 与 Diffusion Models | 新前沿 II：大语言模型 (LLMs) | 基础模型与通用 AI 的愿景 | 总结与延伸
./6s191/lecture07/lecture07-notes.tex		引言：课程概述 | 语言模型基础：从自动补全说起 | 从语言模型到聊天机器人 | LLM 为何如此令人兴奋 | Prompt Engineering：提示工程 | 超越 Prompt：改变模型本身 | LLM 常见陷阱与风险 | AI Agent：规划、推理与工具使用 | Q\&A 精选：前沿话题讨论 | 总结与延伸
./6s191/lecture08/lecture08-notes.tex		引言：什么是 Post-Training | Fine-Tuning 的类型与适用场景 | Post-Training 数据集：质量的三个维度 | 数据集生成流水线 | 训练算法与技术 | Model Merging：无需训练的模型增强 | 模型评估 | Test-Time Compute Scaling | 总结与延伸
./6s191/lecture09/lecture09-notes.tex		引言：从医学誓言到 AI 伦理 | AI 项目的风险-收益空间 | 法规监管：欧盟 AI 法案 | 深度学习不是万能锤子 | 偏见：比你想象的更微妙 | LLM 失败案例：从幻觉到安全漏洞 | 对齐与信任：LLM 能否自我约束？ | Q\&A 精选：意识、AGI 与控制 | 总结与延伸
./6s191/lecture10/lecture10-notes.tex		引言：AI 与生物学的交汇 | 蛋白质基础：序列、结构与功能 | Diffusion Model 回顾：从图像到生物 | 离散扩散模型：蛋白质序列的加噪与去噪 | EvoDiff：进化尺度的蛋白质序列扩散模型 | EvoDiff 的评估：质量、多样性与功能验证 | 功能条件生成：Motif Scaffolding 与生物学提示 | 从分子到细胞：跨尺度的 AI 生物学研究 | Q\&A 精华：深度问答中的关键洞见 | 总结与延伸
./agentic-rl/lecture01/lecture01-notes.tex		引言 | Policy Gradient 基础 | 定制化 veRL | 训练监控与排障要点 | 总结与延伸
./agentic-rl/lecture02/lecture02-notes.tex		引言 | PPO Clip 目标函数 | 从 PG 到 TRPO 到 PPO | 工程视角：为什么 PPO 成为默认选项 | 总结与延伸
./agentic-rl/lecture03/lecture03-notes.tex		引言 | GRPO 中的 PG Loss | REINFORCE 在 CartPole 上的验证 | 训练判断：先看 reward，再看代理损失 | 总结与延伸
./agentic-rl/lecture04/lecture04-notes.tex		引言 | Reward 环境设计 | REINFORCE 实现 | 工程提示：reward 设计要服务于训练反馈 | 总结与延伸
./agentic-rl/lecture05/lecture05-notes.tex		引言 | Online vs. Offline 推理 | 显存分析 | 系统视角：吞吐受限时先查哪里 | 总结与延伸
./agentic-rl/lecture06/lecture06-notes.tex		引言 | Verification vs. 传统推理 | 方法边界：可验证不等于容易训练 | 总结与延伸
./agentic-rl/lecture07/lecture07-notes.tex		引言 | 核心问题 | 实验设计与分析 | 实验阅读法：从现象回到假设 | 总结与延伸
./agentic-rl/lecture08/lecture08-notes.tex		引言 | 三大切入点 | Multi-turn SFT 的特点 | 工程提示：SFT 先把行为轨迹教稳 | 总结与延伸
./agentic-rl/lecture09/lecture09-notes.tex		引言 | Bradley-Terry 偏好模型 | 从 MLE 到 Loss | 建模提醒：不要只盯着神经网络外壳 | 总结与延伸
./agentic-rl/lecture10/lecture10-notes.tex		引言 | SFT 的分布含义 | RL 的分布含义 | 实践含义：分布差异会怎样影响训练 | 总结与延伸
./agentic-rl/lecture11/lecture11-notes.tex		引言 | 从 RLHF 到 DPO | 方法比较：简化流程不等于没有假设 | 总结与延伸
./agentic-rl/lecture12/lecture12-notes.tex		引言 | veRL 的 Agentic Loop 架构 | generate\_sequence 方法 | 系统视角：Manager、Worker 与 Loop 的分工 | 总结与延伸
